record_id,content
25,worst experience ordered watch value 108 received empty package record video opening parcel parcel super slim ali express rejected refund help line also not providing solution total fraud done buy
26,please happy help introduce mobile money payment system help ghana try get office across ghana like julia
27,update yet another contact aliexpress got refund however cost lot time shopped lot ali resent year problem mostly resolved proof problem gave given proof not enough got obvious scam package wrapping no good several communication session picture video ali seller wain still ask proof disregarded claim
28,costumer service led 2 week waiting buyer protection run counterfeit product sold not use site
29,product received ordered take long delivered
30,worst rhapsody time least lost 16 american dollar
31,love
32,nothing scammer
33,wait longer 3 day two thing get shipped
34,scam shop mention item send others done trust app
35,ভল ন
36,absolute garbage dint suggest app make purchase 50 stolen lose money time sanity no customer service there even less low quality item tried get refund stolen package 5 time said prove one prove shook person hand met app stupid pointless go temp
37,customer service nightmare package fast shipping selected till never arrive time never fulfill claim refund 1 late coupon next order multiple package separate order ordered month ago talking customer service doe n't yield anything false understanding fake sympathy infuriating especially feed fake tracking number want sign amazon view tracking info
38,say amazing price
39,شكرا لجهودكم
40,ازعاج وكل شويه ايميل
41,great shop
42,ordered decided order something nearly 40 scammer stay away quality item int great either not order
43,garbage no comment
44,cool fri ai ad fake everything fake
45,people scammer buy something come bulk one like turquoise ring come one size mix come 2030pcs not received done show mysteriously blame carrier item bought single item set oh show fine no problem done want refund back anything not honest godly people facade sale product
46,placed order made payment order still show order awaiting payment customer service doe n't seems way help
47,always get scammed always find way
48,возникли проблемы со входом потом с данными в моем аккаунте у меня пропала вся информация о покупках и я не вижу трекинги служба поддержки отреагировала на мое обращение потом начали давать бесполезные советы о чистке браузера и как получить посылки в моем отделении трекинги и информация где и что купил утеряны сказали что больше не могут ничего сделать 3 недели я на нервах ждал дойдут ли посылки дошли связь с продавцами так и не восстановили только давали циклические отмазки
49,robbed either aliexpress very either way not allow apart app 3 delivery delivered incorrect address tracking gas clearly show different location address contacting aliexpress customer service told buffing need contact delivery company one uk ever contacted very know stress
50,everything good
51,ad im unsure people control not please stop ad auto open app love aliexpress im sick
52,best online product
53,good app
54,package left outside property opposite park item stolen refuse anything resolve issue that not mention delivery date take week month low quality tat end arriving awful ap
55,absolutely love aliexpress app
56,year passed still zero 2510 zero star prize draw confidence trick misleading avoid zero star 2110 worst thing fake prompted top search sale updated prize draw huge disappointment time wasted prize still lock 69 frozen crash regularly since prize draw update broken like eva help
57,страхотно
58,didst install app installed self installed app
59,ordered twice first time came late damaged second time yet receive package no way get customer service order plan waiting week cancel order also website almost impossible read print live tried everything increase phone
60,emma give one star false advertisement pricing
61,avoid refuse let shop due ridiculous check goodbye arsehole
62,since aliexpress can not add alternate delivery address enable easy convenient way receive parcel without inconvenience stop using
63,price way high deal still hight
64,long time user year however encountered scam seller no matter many time try customer support aliexpress seems interested protecting scammer helping long time user not using platform cant bothered recovering measly 37 scam seller
65,no longer shop aliexpress due loss money item multiple order attempted delivery beginning january never ordered december march no item update tried talk customer service said order were n't paid ended chat middle horrible customer service live never issue like said never shop
66,ordered item something happened not get provided evidence refund decided not give refund proven mistake seller item never came local courier said application also provided evidence
67,nice
68,love god please remove stupid buy feature cant even option place cart useless genuinely ruining entire app
69,amazing app
70,scammer refuse refund make shipping error uk sanity not choose locker delivery checkout instead tell very deliver locker send email otherwise aliexpress might send stuff different courier unable deliver eris locker unable get refund scammer edit contact help centre think live trying past week
71,order cancelled one were n't cancelled arrived damaged returnrefund process joke seller told buy touch pen thought 5 would cover one order left hopefully box app deleted temp win best customer service
72,hack personal info see
73,not spanish email come spanish annoying nothing happens following said
74,false promotional price disappear checkout
75,good app cheap price good stuff use pay delivery ask card detail really card would choose pay delivery option done use card always used payment delivery know cant even order stuff well ali express
76,doe n't even thing exercise
77,app updated waiting see promotion
78,live bought many great product aliexpress planning buy many normally quick delivery thanks generally product well made great quality
79,hip
80,doe n't work buggy keep telling reset password say unusual activity trying create brand new account wt fruitcake
81,there no new suggestion u ever search click one product till haunt u forever recommendation everything related would thrower u even u interest
82,become trash online service ever first changed price higher stop refunding error reasonable refund solving added tax also mean pay payment order shipment tax also around 40 60 percentage tax really stupid service
83,live gotten lot stuff
84,thumb ups way turn dark theme mode app
85,welcome gift scam 2 free item also free shipping pick discounted item get gift nothing actually free
86,claim done receive item get refund contacted let know received order except elsa wand ordered granddaughter treated like lying escalate case specialist think going try get free item would 2 item didst receive since treated thief im done app update still got b done order rip
87,
88,great made many good purchase vulcan 650
89,not giving money back
90,fraud run away lie least temp return done shop
91,need app track package cant online browser exactly
92,good
93,item never came contacting 45 time every time told wait 48 hour someone get touch got boring real quick got refund paypal scummy untrustworthy company account banned
94,much add
95,should n't use app purchase
96,experience aliexpress not bad best website order thing
97,wish way clear message order you 've already received message center make confusing
98,great app good price everything waiting time long stressful ordering item receive overall got item wanted
99,order window tint two week ago still nothing guess delivery person wanted package decided not fill order keep moneywhy think thing cheap advertisingthey keep money
100,far worst app bought 3 product non came contact shipping company instantly hang highly would not recommend 5 star review probably bot one worst apps not install use happen friend
101,can not buy individual piece product consumer also company
102,delivery middle east bad sadly pay shipping every item add wish like stein temp term shipping
103,whats point offering choice bundle order item courier mail company cant never deliver item australia make pal spend money done receive good courier wasting time delivering wrong address steal
104,frustrating sneaky advertising example find ad 10 time picked specific 100every time try send item back get locked account robot try talk beyond uselesslike talking bunch scammer pakistanindiaby end conversation pant taken money moral storythese people scammer hind behind bent law
105,price change checkout uninstalled app
106,amount pop ups cant buy unless want put stuff basket deal not product deal click something take pay ad bad temp
107,overly blotted keep launching background slowing phone annoying contact helpless centre ha ha screwed message section plus search throw random item not your searching want 5 star rewrite app something useful
108,im still waiting mine must 3
109,aliexpress cheap easy use price fantabulous many different variety pick recommend everyone download rated app 5 star pee palmerston
110,easy use find item never crashed straight forward order update customer service another ballgame ran problem order sharing clear photo wrong item sent supplier original packaging explicitly showing issue measuring tape asked provide date stamped video unpacking item ridiculous save headache buy reputable source customer service non existent
111,rubbish scam app get burnt didst want give one star not able seems stupid no star
112,app download hope read review first app full scammer want money made purchase past month item lost took week finally get refund reporting company bob monday morning
113,nice app customer service good
114,far everything ordered fine order thing need
115,aliexpress huge variety product low price shipping take item arrive described good place find affordable option done mind waiting
116,consistent double tax no receipt bad paperwork no support no service
117,ali claim protect buyer absolutely no integrity turn back even obvious fraud occurred documented evidence not pay extra fee protection your wasting time money go reputable supplier directly buyer beware
118,okay
119,no way view complete order individual item joke
120,scam system impossibility redemption many user platform like geddit report soon shopping credit become available often specific time like midnight instantly sold within millisecond user feel cheated time spent playing game earn diamond believing system designed impossible win potentially using bot small allocation
121,everything suddenly unavailable search something is suddenly gone
122,send fake product
123,want add thing cart normal new feature annoying hard use
124,good e commerce
125,useless lebanon supper high shipping rate
126,can not add item cart item buy option
127,beware send incorrect item demand package return back even though incorrectly sent receive nothing harassing message daily
128,first package arrived counterfeit postage pay extra 1375 get local post office hope 2 not happen way
129,im not getting good
130,ad
131,im happy everything
132,improve african service not good app use ordering africa also stop sending ad email
133,ever get refund ill bump review 5 star
134,entered number asked email every time entered asked tried two different one still
135,want return something ignore you tried contact customer support get robot telling working tit simple case sent wrong stuff sort tout
136,haven gave stuff yet
137,good app buy old thing buy high shipping fee
138,application real cheap price
139,long
140,cool
141,item ordered never arrived also reorder still nothing waste money ask
142,sold data within couple hour
143,ok satisfied
144,ι αм ηєω нєяє αη ѕσяяу ι υѕє тнιѕ ƒσηт ι αм 9 уєαяѕ σℓ αη ι ƒιη тнιѕ νєяу σηƒυѕιηg вυт ι ℓσνє ιт ιтѕ ƒυη ωнєяє уσυ gєт αρρѕ
145,5stars
146,good indeed
147,app allows costume collect every package place place extra charge product buy even pay shipping also give subcontractor make u pay extra payment delivery albania done use app
148,mostly everything bought cheap flimsy junk especially clothing new site bought lot stuff wish haunt could found nicer stuff thrown away dumpster several item never even received complained ignored no customer service phone number tried cancel couple order immediately ordered sent anyway charged despite effort put customer service
149,
150,joke dude
151,broken beast merge bos game freeze clicking deliver delivered item disappear no reward issued feeling little robbed giving aliexpress time data without receiving fair reward
152,best company ever great customer service lot company learn loyalty mean ditched stein long time ago
153,wont let buy anything authenticating payment screen wont stop loading
154,not going download app try find part princeton many ad look
155,done install app lying doe n't respect protocol chinese
156,high price selling diamond
157,paid 5 item got 2 broken aliexpress refused refund even though shop said would refund never got refund item described silicone made cheap plastic total ripoff terrible service shall not ever buying
158,weary purchasing anything right aliexpress use very main courier service cheapest very verge bust refusing pick parcel airport uk 2nd order got lost 3rd order stuck airport waiting courier pickup 7 day unlikely receive order wait purchasing sort better delivery service
159,good store great alias may gay
160,like temp different name scam
161,good experience seller cant see feedback
162,perfect
163,easily misguided positive review product store disappointing experience limited review refund timeframe make easy lowquality seller avoid responsibility product break month leave buyer no option platform extend protection better support honest customer seller
164,by flow 67 since
165,stopped accepting debitcredit card
166,terrible customer service need return item wont provide clear return address large item cant use po box courier large send postal service keep getting given useless instruction going circle frustrating tried 6 time get address keep getting answer follow instruction none read request terrible
167,cant get damned thing upload photo phone permission fine never upload can not finish dispute resolution without able upload evidence
168,app keep installing without permission big red flag
169,tone notification even order update notification notification still continuous unnecessary update way delivered really needed
170,much notification spam
171,paid much poster sticker cancelled order never gave money back emailed several time never got back
172,terrible app haunt received order well month no refund keep replying someone get back within 2448 hour message every three day still response not buy
173,done honor fast ship program get run around spend extra dollar get tic to shop
174,scam
175,ante verse
176,good
177,loser app
178,locked could ever place order 5 day appeal process would prevent getting new customer discount use van point think meant discourage privacy disappointing really excited product
179,bad order clipperthey send accessory money gone
180,many scam description not matching actual product misleading main picture price no longer cheap like used
181,id great not perfect
182,رائع
183,ad push install phone no choice say no technological rape fun law
184,longest time deliver online platform placed order january 11 2026 delivery supposedly february 11 2026 today february 17 2026 hast arrived
185,long term loyal customer clear seller aliexpress work together customer problem arisemisleading advert documented verbal abuse seller legitimately complaining aliexpress really not care act even appealswhen order something probability success return low problem shipping often not coveredcontact support help automated waste time endless loop
186,ordered stuff took money never received item
187,usually pretty good always ordering something app
188,ممتاز
189,prompt door door delivery all expireß awesome reasonable pricing
190,cant upload video app requesting refund
191,awful ordered jacket receive pant try send video fact doe n't work allow video 10mb basically less 5 second int nearly enough show proof total scam avoid app
192,got robbed money beware buyer
193,good
194,shipping fee way ridiculous
195,good shipping product time shipping 1 2 week low quality item still work love dollar express
196,title great app impossible pay ghana really want use app give 5 star forced give 3 star payment method ghana u not bank account international card use man mobile money mono everything million u ready buy stuck checkout add man mono app 1 choice ghana please help u shop adding local mobile money option
197,best place buy chinese counterfeit full price
198,good work perfect
199,highly recommend no trick advertisement work perfectly no hidden fee purchase best app
200,good tax
201,keep hanging upon launch
202,item late overseas delivery attempted way back seller aliexpress far making go appeal appeal claim local post office even though provided statement post office way back haven provided evidence local post office despite claim
203,app good courier service using rubbish parcel left random look every time last one could not find got full refund not something helped me needed product ordered
204,minna costa está dandy problem de seuratç na hora de apical coupon torque ó para apical coupon que á error de seuratç david que se fosse una compar else ira day memo bloqueio
205,happy
206,im trying get rid item wishlist sold lot time click back item clicked one wishlist group put back beginning app instead group item im going doe n't show one sold anymore click item see sold not guy change annoying hard go everything that saved
207,bought something coin shadow banned error protect security account request cant processed time 4 week live contacted support least five time completely useless kept saying higher team email regarding shadow ban email kept repeating useless garbage like log like bot also app drain 20 battery 1 hour
208,avoided using year reservation quality first time using completely understand avoided return system joke basically squeeze accepting partial refund broken item never use service one done
209,excellent app user experience topnotch
210,shipping fee expensive
211,exchange game point coupon hast worked properly since august 2025 possible 100 need sleep that im lucky enough pick coupon exchange time measured second furthermore 1 5 coupon available complete nonsense either disable exchange game point coupon make work august 2025
212,uninstalled annoying unstoppable ad
213,ordering really slow
214,well downloaded app google play looked around could n't see anything see problem seeing anything white background not dark mode dark theme uninstalled ever add create dark mode version download not
215,best seller
216,used really good online shopping competitive price reliable shipping service can not choose shipping method aliexpress using speed speed scam done tax number nor registration number australia no physical address no contact information zero customer support good luck receiving package shopped since 2015 going stop remove unreliable courier company
217,funny discount removed soon need pay
218,hi problem app live updated also uninstall reinstalled wont let free gift say keep saying doe n't support viewing local supermarket item please update app latest version done please sort
219,not shop 3 99 cent scam make pay original price item done shop instead giving money back gave bonus spend aliexpress ghetto
220,good app cheap affordable suggested u reduce shipping fee would buy good 300 shipping fee 2000 plus something
221,scam gave price item added cart cart cost several time also shipping expensive said waited certain number hour they promised price came back got even expensive shipping also say get free item choose tell also need buy one expensive item earn free item make confirm exiting multiple time
222,done know done use done use
223,reading one star becausenwhen ordered something expensiveand telling haven ordered anything live waiting long time
224,awesome
225,السعر مرتفع جدا
226,trick annoyingly email link done open app immediately choice stay screen 2 millisecond
227,got scammed r4000 two packagesaliexpress investigator helped supplier scam 4k delay matter screenshot evidence supplied promote supplier scamming people extra money ordering live reported supplier nothing done supplier still continues scamming people carefully app rather u alabama safety customer
228,price item great shipping south africa expensive item
229,consistently got pop saying error order could not completed contacting customer service not help kept getting sent circle
230,شركة حراميه قمت بطلب منتج وظهر ان به خلل لا يعمل وعندما طالبت بأرجاعه قالو انهم لا يستطيعون الارجاع ويجب ان اذهب لشركه مختصه بالشحن وارسل لهم الطرد مغلف ثم يتم فحصه الى اخره مع العلم طلب الارجاع تم في نفس يوم الاستلام
231,cancelled order no refund
232,app since last update reboots cant use tried uninstalling cleaning everything happens
233,scammer
234,way confusing navigate cart price changing listed item
235,lie many price
236,really good app product come good shape affordable price
237,never know happen click something
238,great app love
239,product arrived within timescale described good condition
240,great
241,good
242,careful buy anything fragile aliexpress possible open item presence courier agent confirm intact aliexpress blame broken item
243,horrible app customer service
244,aliexpress nice place get thing good price america can not compete
245,loop around senselessly peddling 83 cent order 90 get coin discount done exist satisfied shipping customer service product ordered exactly described many fake discount notification
246,thing keep hiding add cart button done want 10 individual transaction im looking small adapter want add cart continue browsing comparing like app actively discouraging shopping
247,first order got delivered fast 1012 day im waiting 20 day order order arrives region 6 day wait another 13 day without moving item wait order arrive deliver together save money
248,horrible experience verify say sent email nothing come email
249,linked x account one twitteraliexpress email signing can not change setting not get notification sent real email
250,ali great app almost anything need item purchased exactly asked wanted last longtime
251,downloaded ad said three item 099 done see three item 099 say false advertisement
252,slow shipping
253,iii question app entirely fast fashion product
254,price place still go place get surprisingly quality good give shot also talk directly seller question answer quickly not robot 99 time sceptical app
255,cheater showing lower price push download app download show error offer finish cheap app cheap administration
256,good
257,not receive potable dryer tracking number scanned po not sent address p stated package another address gave address l cant understand happen no dryer no refund l not deal company company bought potable dryer really needed dryer
258,customer support garbage time wasting human give robotic response done directly address issue no respect customer time effort senior rep done address problem copy paste script edit response aliexpress reply think came experience complain terrible customer service robotic reply done address actual concern response refer customer service
259,fast cheap
260,not buy shop doe n't allow use real name customer service even email ai go circle done want buy fine that
261,
262,aliexpresss customer service worst act like done understand problem give poor solution unrelated issue close case washing hand no possibility appeal decision apologize move bad experience
263,terrible absolutely terrible customer service either nonexistent incompetent price high compared similar platform delivery slow not much china take ship european country example package shipped yet arrive france two week product quality always poor doe n't match description store page advise app
264,wish could give minus package stolen even police report could n't get refund
265,many popups
266,bundle discount not showing glitch month click bundle section show price item normal price not bundle discount price use desktop website want bundle discounted price annoying please fix
267,great
268,good app im not going lie found garbage item could explode easily
269,take money account place order pay 3 99 cent shipping fee tax total came 222 got 222 taken account night woke checked account ended taking 1480 hassle get order cancelled cancelled 2 item still not wanting cancel 3rd item
270,bad update searching something checking product go back take home page even use arrow go back thing happens take home screen please fix issue wasting time
271,awful experience cant purchase anything sends loop signing never able finish order uninstall ed minute
272,die night mode
273,want refund back since december
274,happy customer security make keep repeating blessed people love nigeria
275,cupăraț cu încredere profusely sun de capitate îsaltă ș chair sun forte june indifferent de fatal că sun produce în china nu abut niciodată problem cu cupărăturtle ba chair print niște operate forte avantajoase la produce de la brandi popular
276,5 free return month unopened denied return buyer beware reached multiple time customer service not aware caught lying return process decided give escalate issue
277,interesting app outperformed among alternative
278,na strong z punktami pokazują się lose uniżki którich nice da się ziskać mono utrudnia zappy edit okaył się że procentowa uniżka book product uwzględina też upon uniżkory nice talk punk naval unaż że nice powinno take ć bo jest iona punk book uniżki
279,cant log see account anymore forcing sign google
280,far always receive delivery earlier stated never problem
281,hesitant start trusted gut aliexpress scam wait ever get product robbed not giving way ordered complain put provide solid proof say still not enough proof lost money scam reporting play store well
282,ill stick stein shopping site headache deal
283,work really well meant notification become bit much everything changed setting downside im finding many thing low
284,horrible app multiple item cart suddenly cart emptied search fill cart made purchase alerted order partially paid card charged 2 time everything no customer service number multiple order coming anyone help get phone number
285,much tax pakistan
286,useful
287,got lot thing money
288,purchased package found delivery guy speed x know never going receive package purchased 15 day customer service not helped
289,bad customer service no problem solution ordered temp already received platform allows scam seller
290,nightmare deal placed order saw shipped colorado tried track said didst order even though confirmed paypal first email got back said found order able track want contact customer service tell order doe n't exist account use different one ever one account wont give refund
291,paid item next day telling owe not happy ill go back temp done double charge account
292,although app bloated collecting point etc there plenty choice delivery relatively quick plenty notification update big problem either done receive item incorrect item ordered simply faulty problem begin even sending plenty photo comprehensive description video aliexpress usually side seller problem int resolved ordering aliexpress last resort
293,terrible service misdeliver package tell pound sand talk courier purchase store told talk shipper hire make sure go credit card still get money back better yet done buy app developer response edit think talked customer service told contact courier would not help not even appeal kept denied courier misdelivered
294,ad lie can not get 3 thing 99 free shipping try reloads say cant partake deal new user literally made account okay
295,app wont show category right automotive show stuff not handy your looking tool
296,love shopping best
297,scam pay product buy mention clearly free delivery come door ask 13 and pay coz no choice easy say refund not trust u scam company like u not happy
298,ok
299,app crash search
300,stop sending demand please
301,excellent shopping experience facing issue app nowadays picture product not loading app updated latest version checked different wifi connection cellular 4g internet problem still please look issue
302,advertising one thing sending another still waiting customer service get back order
303,excellent
304,aliexpress allows seller sell non functional product done match item description platform wary
305,coin useless u collect coin use viewed able use everything
306,didst give package
307,never got stuff lied mailing source done trust lost money temp better
308,la pruebas de 1 no function for ma que te alias para ma de 100 product james te elite no dispose de darkmode en today la section casa la vista
309,discount coin page no longer work
310,one game told not receiving prize not available region
311,never shopped blocked using tried process unblock say passed time given app unworkable uninstalled
312,ˡᵒᵒᵏˢ ᵍᵒᵒᵈ ᵃⁿᵈ ᶠᵃⁿᶜʸ
313,horrible app full scammer customer service not help customer ever stay away used good horrible
314,greatest app ever
315,cant believe shipping price one item wanted 10800 shipping test ridiculous coming some place temp free shipping could get item temp would done stock never purchasing anything age
316,country kenya int category
317,issue issue item not delivered no refund possibility get adequate response customer service pretend side deny evidence regarding order not received sad see customer service going downhill
318,great shopping experience
319,much katy perry thing
320,doe n't work
321,scammer
322,bad support experience told there shipping hazardous volatile carcinogen agent labeled shop shipped like regular good without user notice via regular shipping line aliexpress thin packaging english iq poor done even understand two two case contact issue shipping chemical end user like agent even aware necessary safety protocol
323,lot better temp apps definitely recommend apps deserves lot star rating
324,ur getting ripped aliexpress
325,ad said pick 3 free item picked said would cost 800 receive freebase advertising
326,great app great product
327,since 2026 return good value u 10 sent wrong aliexpress pay return shipping price raise of asked support always support either ai moran get brain escalation team send standard answer switch buggy thu lower price blocked playing game needed worldtour game 85 completion progress lost 20 escalated support ticket later 0 progress
328,scam people say get controller low price every controller see expensive price honestly never buy every
329,all done
330,
331,scam website done receive product done replace refund even say everywhere website lost almost hundred euro support say git god sad bye bye edit support said low u mad
332,good site app enormous number product choose one best delivery update system seen better amazon know package time product review questionable able review product receive would also question lot review not linked product example ordered bike tube used 4 month failed due design fault not able provide feedback
333,ordered charger waited 10 day arrived county order unsucesfull
334,there many bug app atm scroll thru feed click item not super slow show completely different item throw algorithm feed continues shoe item agent interest haven even able place first order get benefit welcome deal give looking frustration
335,showed 6 lamp bundle one arrived remote not work
336,not received product 3 month bother several time day yet can not get product act send product need
337,20 shipping robbery no matter much buy deceiving wont leave alone
338,brought faulty item refused credit refund unable submit video picture due site not accepting file even though format correct uninstalling mere 12
339,steal money even refund something never even received something didst make
340,numerous warning delayed shipping item break consistently several week month no refund item returned shipping label buyer beware aliexpress falling apart rapidly losing thousand customer full scam extremely low quality
341,changed mind ali express rock
342,lousy substitute item select send trash instead play ignorant come refund cat toy work 34 day major disappointment app uninstalled
343,still haven received refund customer service abysmal
344,really sick constant pop ups ad let purchase peace offs unable turn constant promotional message store flood message center impossible find important message user experience could not possibly frustrating not want play stupid mobile game coin absolute masterclass userhostile hateful design
345,aliexpress started billing shipping fee product marketed free shipping product 7 euro free shipping charged 5 euro shipping delivery no pay no product charged initially would n't placed order that not business
346,purchase shipped app doe n't knockabout 0 order account pitiful worst appear
347,friendly user app easy deal
348,
349,paid 3 90p deal delivery driver put bin without notice refunded 90p cant get anything im asking get bundledeal back
350,make return item issued no refund
351,thought going like wish temp make wild claim free stuff discount buck weirdest thing happened though telling truth agent making extravagant claim like others one making honor whole family ordering long shipping time downside not even enough knock star tell advance long take
352,live enough purchasing thing item come totally different purchased not coming get refund without even let know not coming im not shopping anymore seller crook false advertising straight not good platform buy thing give one star there no less one
353,best app ever one never disappoint
354,always found buy shipping took around 12 day place
355,favourite app plus game earn coin shop love take time learn work game coin worth mean fun one important thing pay attention review not product actual digital store seller individually give try you 'll love
356,totally overcrowded app much going order information can not sorted one stream data update delivery information etc often repeated cant find information matter can not turn promo spam slider go back allow product good app positively useless stick website
357,trash done buy company
358,genial encarta
359,first would like congratulate aliexpress wonderful job nowadays shipment ghana slow compared past year would like board member address issue behalf fix problem facing hope humble request put consideration thanks
360,okay cheap thing game lead 30 day 100 day challenge win point never cash challenge irritating task like completing 10 level rush game worst longest play
361,application joke legitimate complaint not get taken seriously given asking product paid not delivered
362,app failing platform supplier dishonest chinese company favored dispute got scammed 10k alabama guarantee useless
363,nice update filter not working specially free shipping option not accurate shipping expensive
364,but cha app h
365,never shopped yet
366,worst app ever used doe n't deliver package keep saying delivery issue not even sure give refund requested know not get delivered know address not use app plus take long package get u talk bot u issue better sticking amazon temp walmart anywhere else true rip site not use
367,deliver
368,
369,bad customer service
370,live make account ever since download april not working every single time always slow tell account locked regain access every email havethis worst app ever done even write viewsbut worst app
371,great far
372,late delivery
373,tell u optional
374,worst company ever see court
375,good cool stuff ship soon slowly time done ship come expected delivery date order get cancelled cause haven shipped useless app
376,good apps
377,love app especially like online aesthetic great trinket accessory bigger go quality scale buy press nail shoe hair clip etc get pay due diligence get good stuff thing live bought year ago still use day no issue buy thing hard break regardless quality eg desk mat enamel pin trade price speed tho delivery u 24 week
378,prefer website app buggy doe n't offer much
379,scammer heaven not use get scammed 99 vendor scammer
380,ultimate transparency speaker live seller knowing exactly money go paramount small b2b refreshing hopefully tariff reduction human living planet earthman wish actually make money
381,למה זה לא מוריד לי ניסיתי אד 24 שאות אפילו יתמול
382,use aliexpress cheap item prepared write case 10 order addressed correctly arrived2 got stuck week 7 got dumped nearby no 11 arrived airport jan 31 want handed custom 17 day custom cleared 11 hr 7 day later without even bother arrange last mile local courier recipient contactable aliexpress want contact courier china chinese website no endconsumer support
383,buy guy
384,edit already contacted customer service countless time waste time unhelpful app getting worse every day complicated uncomfortable difficult get discount not mention annoying bug error app notably world tour go mission immediately turn loop 5 level rush hour every task lot talk cant say everything review ill give lowest review sorry
385,unable add item cart option buy
386,gone downhill recent year loyal customer since 2010 dispute process become overcomplicated courier used like china not reputable mark parcel delivered not respond enquiry order platform ensure seller using mile courier provide photo proof delivery edit appeal escalation end way item arrive faulty damaged good luck trying go dispute
387,fraud app ordered two time never received product not provide refund undelivered product stay away
388,no love apps like consistent temp fanatic upon downloading app promised free gift placing first order becoming new customer yet placed order right chose gift surprise surprise order confirmed im not eligible free gift reason total ripoff lied get sign bad experience ill stick temp
389,u shop online fool done use aliexpress
390,favourite
391,god app
392,worst customer service ever
393,love got stuff two year ago still work that im still platform done think like temp cause not good day
394,ever since bought item aliexpress inbox flooded phishing email fake different domain every day leaking information seller believe spamming im not buying anymore plus use speed delivery service driver dump package side road anyways
395,didst received order it already paid call address many time till done deliver order never use apps anymore big scam
396,next fake app price expensive description always incorrect searching algorithm present pear search tomato worst thing claim buyer protection item delay which not true and want contact support ask simple no option reach support heeded somewhere deeply avoid aliexpress not year ago
397,downloaded app ordered wedding dress specially checked return dress site mentioned return order free not satisfiedbut horrible experience didst like dress asked return seller bluntly said no pay return opening dispute discussing almost 3 week lost case money wasted ali express not good platform
398,yep mon reason told scam like stuck transit telling gon na take longer probably never gon na come stupid scammer
399,update experience aliexpress improved bit useful part need someone day project repair not ideal everyday purchase since shipping expensive overall ok
400,seller scammer lie shipping item people run app done want money spend somewhere else
