record_id,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99
11,0.06804134,0.20888938,0.15107226,-0.039848857,-0.022973873,0.033676684,-0.055115785,0.036167033,0.15664299,0.19111477,0.18066923,0.03306518,0.13588554,0.030700857,0.003830731,-0.16674712,0.22254701,0.21578465,-0.14677128,0.1836462,0.11471781,0.008250437,-0.0314005,-0.10754316,0.09500984,-0.02725991,-0.20849961,-0.38548055,-0.10554996,-0.13608219,0.00013643883,0.4497125,-0.10700133,-0.04570079,-0.026677253,0.17366533,0.04753095,0.01767306,0.012458451,-0.2831125,-0.09323455,-0.16251865,0.005572729,-0.26506075,-0.06706337,-0.02540701,-0.077138245,-0.21889205,0.09799784,-0.623649,0.015624083,0.02690316,0.08464229,0.758742,0.028496504,-1.7325624,-0.10237716,-0.13585168,1.3576567,0.13646732,0.060939062,0.50205857,-0.30729857,0.120356254,0.6244371,-0.057022836,0.2237813,0.23379534,0.119790226,-0.184424,0.023001242,-0.09872064,-0.13691463,-0.22620116,0.20962776,0.26877153,-0.15071554,-0.0055854484,-0.5721323,-0.10863187,0.3464702,-0.0026932422,-0.25671077,-0.016028482,-0.95048594,-0.096473046,-0.008978886,-0.19921237,-0.18003094,-0.18247783,0.010409964,-0.06839368,0.12361031,-0.23079848,-0.39715475,-0.077167615,-0.06184142,-0.23335682,0.50579023,0.09644283
12,-0.236678,-0.10060366,0.10851666,-0.24678,0.43013,0.11764266,-0.0059400103,-0.0025986806,0.62707,0.3052,0.31289333,-0.27608,-0.036574006,-0.71550006,0.14550999,-0.016416669,0.231856,0.14282332,-0.10507,0.46808,0.08336333,0.010526677,0.12493,0.24820065,0.026922667,0.15466337,0.44321665,-0.008908997,-0.37635997,0.14209034,-0.23672001,0.40562332,0.46425533,0.13390334,0.62522334,0.41900334,-0.89360666,0.20254,-0.03146334,-0.69329,0.42758033,0.29349333,0.2696,-0.31074333,0.25992,-0.09067,-0.32036668,-0.12943001,0.42708,-0.079297654,0.18728334,-0.04089001,0.51659334,0.33124003,-0.11762667,-1.53821,-0.5450233,0.481073,0.80179,-0.26733002,-0.30567667,0.217869,0.39944664,0.48931965,0.32367334,0.31197,-0.015954671,-0.34498334,0.46118832,-0.36579767,-0.23292667,0.087598346,0.26786602,-0.357931,-0.43568334,0.42335,0.046378,0.051154673,-0.26004666,-0.32937333,0.04255667,-0.22290333,-0.1680022,0.10645666,-0.38059568,-0.46538338,-0.33916005,-0.07121999,-0.149594,0.045626,0.17677335,0.68198997,0.45543,-0.21456333,-0.5665,-0.011204665,0.15508331,-0.12579,0.91918993,0.47595
13,-0.32982472,0.10231916,0.23829482,-0.23349364,0.014640705,0.15560497,-0.13726771,0.16744736,0.2086067,0.03431488,0.2906015,0.11094918,0.2170407,-0.1872141,0.05182871,-0.12234235,4.916156e-05,0.2016084,-0.34113503,0.27512977,0.15040517,-0.16861299,-0.05520482,0.015752954,0.048430704,0.0063763508,-0.05233586,-0.22939481,0.26716638,0.011491646,0.02454627,0.55724573,-0.13970383,0.1661967,0.18065028,0.26721174,-0.17075464,0.08478782,-0.14272295,-0.35142684,-0.26286915,-0.07242176,-0.049103413,-0.29081935,-0.083903246,-0.09802549,-0.08436617,-0.45176372,0.07051512,-0.66217196,0.30848342,0.14327382,0.13528305,0.50469667,-0.12846641,-1.9068036,-0.1460091,-0.18565276,1.5657371,0.23684877,-0.15504804,0.6291447,-0.42504516,0.010391591,0.60904944,0.035107825,0.24923964,0.2407136,0.077512585,-0.3236318,0.08639448,-0.051080413,0.11300882,-0.33654863,0.3760022,0.35590482,-0.13376248,0.019636821,-0.6160587,-0.14913693,0.46772116,-0.09658149,-0.3446785,-0.009403374,-1.0744244,-0.03841529,0.30038312,0.030503055,-0.22938988,-0.24804887,-0.12129301,0.004413296,0.16392383,-0.22026627,-0.3984338,-0.068630755,0.1404502,-0.103373356,0.3546001,0.20262162
14,-0.14634646,0.2556186,0.38960445,-0.27109846,-0.10364213,0.103139944,-0.13281786,0.056624595,0.2207277,0.043430272,0.147209,0.21895652,0.1578126,0.09060164,-0.07410727,-0.28385162,0.12952027,0.3520753,-0.0782783,0.23717734,0.15275119,0.026320675,-0.07713273,-0.2346174,0.09272272,0.064130135,-0.316476,-0.5858272,0.013520264,-0.1288238,-0.1172687,0.4526706,-0.1672096,-0.07434719,0.12704714,0.47708598,-0.069136865,0.091111675,-0.1532457,-0.31491703,-0.2698683,-0.12548973,0.18814532,-0.50409096,-0.21737058,-0.09286316,-0.034075323,-0.27120218,-0.04279674,-0.8796281,0.34754127,0.22902034,0.13938498,0.75381064,-0.041817736,-2.1480508,-0.07768216,-0.19299819,1.7587466,0.28777236,-0.052926,0.65299404,-0.2703547,0.09337962,0.7473113,-0.17837495,0.402156,0.26220542,-0.09027192,-0.32438657,-0.14415939,-0.43017852,-0.12996215,-0.2501776,0.22088572,0.09988593,-0.32170436,-0.024453338,-0.7387486,0.09620993,0.6282305,-0.053265326,-0.33528894,-0.1126352,-1.2415333,-0.13944012,0.19287246,0.017334662,-0.32639453,-0.47545633,-0.28439072,-0.11166321,0.15365735,-0.44008902,-0.51267695,-0.107084416,0.020479325,-0.06289467,0.3518424,0.147873
15,-0.13755362,0.30080286,0.34075472,-0.3539499,-0.18651053,0.11880464,-0.09041392,0.11011973,0.22570795,-0.10873751,0.12994888,0.20732564,0.105607755,0.08825828,0.04304189,-0.07598707,-0.019302836,0.2506105,-0.24973021,0.3224915,0.1427022,0.084355816,-0.054242875,-0.3277182,-0.0024405397,0.2420165,-0.20595516,-0.23989463,-0.020987783,-0.14293669,0.09864631,0.49060172,-0.0013912355,0.05430756,0.08720016,0.30968332,-0.017535165,-0.0029068456,0.09330009,-0.25379613,-0.31125718,-0.18167247,-0.0077303033,-0.37979692,-0.15975899,-0.12572211,-0.084734455,-0.26432648,-0.06784299,-0.7944807,0.024963124,0.024392974,0.15776062,0.6460978,-0.11781628,-1.8685044,0.08048952,-0.06742238,1.3680078,0.13800389,0.05138373,0.72581923,-0.36426404,-0.13607238,0.61078686,-0.04383597,0.3149102,0.2952971,0.0011632855,-0.32052663,-0.03916743,-0.2674743,-0.12905324,-0.3107605,0.13322109,0.31178534,-0.099054135,0.034702156,-0.6060978,0.095019326,0.5426089,-0.17539348,-0.55177885,-0.097442284,-1.2205373,-0.14557505,0.15426084,-0.06681701,-0.36440712,-0.38175046,0.0055486104,-0.034620974,0.052377775,-0.27701154,-0.39163297,-0.04641469,0.020586299,-0.023076283,0.26729462,0.22061922
16,-0.023019306,0.0034523648,0.23968495,-0.043187935,0.112353966,0.15903164,-0.18634538,0.038082544,0.10738171,-0.024754535,0.15632194,0.0751239,0.033663478,-0.0919929,0.15394987,-0.2487441,-0.0018473857,0.041408326,-0.13593486,0.27165356,0.09850834,-0.040995665,0.10760649,-0.010861662,0.0616447,-0.1256822,-0.17647159,-0.31759524,-0.06502554,0.07418576,0.17410651,0.37791598,-0.11552062,-0.14074968,0.14366367,0.14397101,-0.092925124,-0.07228624,-0.14233059,-0.20226537,-0.15803243,-0.18812528,0.13595317,-0.17655781,-0.053360827,-0.1718949,0.12591621,-0.17771642,-0.047577225,-0.6839672,0.343096,-0.09247578,0.23292053,0.7834669,-0.23983268,-1.4410702,-0.11032713,-0.08441176,1.4104781,0.3585453,-0.20567718,0.33274424,-0.20178479,0.0177481,0.4557445,-0.10694011,0.27608034,0.2590653,0.4558006,-0.07622652,-0.15170477,-0.18662673,0.11151264,-0.25768894,0.13673392,0.27631512,-0.14016506,-0.037318897,-0.6430453,-0.08621273,0.49894035,-0.0033765538,-0.41361886,0.002186935,-1.1178615,-0.111788206,0.055275623,-0.19190758,-0.14740705,-0.1080289,-0.115833215,-0.020313935,-0.056018762,-0.14880492,-0.2538428,0.026816623,-0.040155552,-0.13914627,0.41674975,0.089807704
17,-0.06176076,0.2708447,0.35972267,-0.086437,-0.061493974,0.055724554,-0.1406039,0.06630914,0.2535068,0.015009816,0.11953288,-0.023385407,0.15738282,-0.03679083,0.047242325,-0.14614125,0.14271103,0.1982063,-0.17853001,0.18885826,0.35361463,-0.018538851,-0.078265086,-0.12982146,0.14038028,-0.07384964,-0.18156438,-0.28809446,-0.07645911,-0.19913423,0.09467109,0.42685848,-0.00791993,-0.20105878,0.086576715,0.31193614,-0.22874792,-0.059709083,-0.07729467,-0.25587118,-0.042450946,-0.13172643,0.14884202,-0.321821,-0.10622632,-0.03937047,0.00035516333,-0.25250593,-0.05377456,-0.6686993,0.23871253,0.10807889,0.09485557,0.7371836,-0.26727852,-1.5989859,-0.05026839,-0.07190932,1.4901366,0.1420317,-0.11442146,0.4861321,-0.15401408,0.07531976,0.65259933,-0.1218977,0.35232022,0.1731606,0.15371415,-0.25454614,-0.103730306,-0.20260218,0.03291768,-0.083996885,0.042072557,0.19558655,-0.048213784,-0.10061993,-0.62047714,-0.05150004,0.5245069,-0.16288625,-0.17761898,-0.20585844,-1.1434247,-0.18567732,-0.026738003,-0.18852459,-0.2706825,-0.33912352,0.011615795,0.112773195,0.11621547,-0.27692017,-0.48451605,-0.13157825,0.14128415,-0.09184313,0.47826248,0.09433124
18,-0.2816,0.18427,-0.06755,0.27694,-0.066775,-0.41389,0.30757,-0.11097,-0.84585,-0.17047,0.0062422,-0.65395,0.28771,-0.12409,-0.26717,0.026893,0.17115,-0.46256,0.19549,1.1399,-0.46206,0.39222,-0.18622,-0.53259,0.073297,0.0045262,-0.45476,0.16952,-0.41111,-0.31766,-0.73616,0.56228,-0.26528,-0.088054,0.93175,0.46633,-0.36245,0.46954,-0.18022,-0.07036,0.55793,0.13965,0.38983,-0.04636,0.55198,0.020288,0.34741,-0.61839,0.051404,-0.83699,0.05628,-0.24738,-0.19872,0.75093,0.068948,-1.7575,0.70621,0.079792,1.1462,-0.63423,-0.68378,0.51682,-0.68141,0.29451,0.25864,-0.25839,0.36467,0.026786,0.35151,-0.13273,0.18513,0.52367,1.0416,-0.12293,0.77957,0.41305,-0.28948,0.19722,0.41088,-0.35153,0.48837,0.58854,-0.37273,-0.45631,-0.98976,-0.070993,0.48845,-0.082542,-0.49009,-0.29484,0.031072,-0.38779,0.15321,-0.0078053,-0.43276,0.37334,-0.76888,-0.82518,0.28753,0.76069
19,-0.22437768,0.21013266,-0.04061867,-0.28196803,-0.16221134,-0.13590667,-0.03832334,-0.018733323,0.135065,0.072836675,0.41477665,-0.15652569,0.43904665,-0.64447665,-0.102906324,-0.032036666,0.7202466,0.061086655,-0.48172998,0.47363535,-0.21149735,0.035686,-0.028460005,-0.22965336,0.32260332,-0.5171767,-0.34643078,0.2708268,0.029246667,0.073633336,-0.0753,0.224281,0.14689733,0.64923334,0.29741,0.11186999,-0.28801998,-0.375309,0.41315332,-0.48953333,-0.00390967,0.12171233,0.030195003,-0.2877533,-0.03894197,0.06552567,-0.22522998,-0.09096,0.118196666,-0.4380453,0.24362333,-0.027725333,0.26114666,0.55608326,-0.17711835,-1.74818,-0.6653233,-0.24564,1.54,0.13701,-0.16823666,0.56099004,0.33567598,0.018713659,0.5031367,0.23923792,0.149693,0.33648336,0.17377333,0.04863667,-0.01832033,0.07225901,0.10212334,-0.30849335,0.18558633,-0.23917668,0.58458,0.25633,-0.43279335,0.034130663,0.27980566,-0.0609338,-0.24547666,0.24442542,-0.39529335,-0.25617334,-0.13037,-0.45154133,0.0572,-0.16280665,0.36784664,-0.181072,0.49189663,0.040260006,-0.18428667,0.07334566,0.09630432,-0.38832,0.8216567,0.1607
20,-0.2600947,0.27445787,0.25560245,-0.3322554,-0.18650286,0.096336864,0.080793,0.29180914,-0.10878743,-0.13477314,0.10397243,-0.2492,0.35613146,-0.16114306,0.27273628,-0.16100144,0.16120072,0.103125855,-0.32542711,0.5130804,0.26023284,0.05969143,0.16900085,0.24650559,0.10731829,-0.11199857,-0.027645707,-0.26604113,-0.031968005,-0.002236298,-0.072332,0.52145225,0.17884314,0.14014429,0.49221754,0.270305,-0.29390574,0.21718714,0.15045457,-0.44233432,-0.32929772,-0.039425723,-0.16373844,-0.05757039,-0.28369242,-0.137293,-0.15793087,-0.41766796,0.03453386,-0.7550557,-0.027795723,-0.17548572,0.25904688,0.7148157,-0.15031199,-2.1045327,-0.2124466,-0.050406344,1.4044672,0.34580183,-0.25595415,0.87173814,-0.17359145,-0.25673816,0.51647216,0.34858984,0.3062566,-0.00375829,0.4635114,-0.14713044,0.054172866,0.1329,0.060279284,-0.25920686,0.0033662617,0.3399419,-0.02823028,-0.16791813,-0.56448615,-0.29044458,0.4179857,0.009786137,-0.22360002,0.2685887,-1.1308782,-0.24125199,0.18891858,-0.282877,-0.27148858,-0.15926573,0.32931274,-0.00065041735,0.1530817,-0.2111933,-0.60681427,0.055468865,-0.13845429,-0.11167713,0.58244944,0.20706156
